Arena,Trial,Water,Water_Time,Date,Day,Group,Tank,Mark,Sex,Fish_ID,Notes,tot_dist,high_dur,mid_dur,low_dur,freezing_dur,arena_dur,latency_high,freq_high
6,27,water4,6,2/03/2020,Monday3,PB,Paternal,Blu.Pur,male,a9975,,674.279,0,0,440.08,130.72,440.08,,0
1,28,water4,7,2/03/2020,Monday3,PB,Paternal,Bro.Blu,male,a9937,,1600.87,0,0,440.08,0.24,440.08,,0
2,28,water4,7,2/03/2020,Monday3,PB,Paternal,_.Ora,female,a9964,,1105.06,28.16,40.24,371.68,92.16,440.08,220.88,5
1,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Ora.Gre,female,a9603,,1947.36,129.6,180.4,126.24,0.16,436.24,0,27
2,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Red.Yel,female,a9678,,2345.74,173.6,114.48,151.92,1.6,440,0,20
3,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Gre.Bro,male,a9558,,3177,220.8,163.68,55.6,0.88,440.08,0,34
4,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Pur.Red,female,a9566,,2261.07,76.08,118.8,245.2,0.24,440.08,0,15
5,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Ora.Ora,male,a9706,,1181.03,48.08,59.6,250.72,3.12,358.4,2.48,33
6,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Gre.Blu,female,a9553,,1012.35,60.24,49.84,290,0.32,400.08,136.24,30
7,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Red.Whi,female,a9679,,1969.71,120.56,83.12,211.12,1.12,414.8,88.88,57
8,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Pin.Gre,male,a9588,,1206.16,302.96,54.72,70.32,0.8,428,10,45
1,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Pur._,male,a9562,,478.966,0,0,440.08,2.64,440.08,,0
2,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Blu.Yel,female,a9577,,2381.85,112.4,165.6,161.76,0.16,439.76,111.84,19
3,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Red.Bla,male,a9676,,631.611,0,0,439.76,241.76,439.76,,0
4,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Red.Pin,female,a9673,,2968.93,89.76,221.12,129.12,0.08,440,0,32
5,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Red.Ora,male,a9681,,1890.36,19.6,28.56,377.04,0.72,425.2,391.6,4
6,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Ora.Whi,male,a9611,,1812.03,30.4,59.44,349.52,4.8,439.36,316.72,8
7,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Gre.Bla,male,a9554,,2549.57,165.12,94.08,180.88,0.08,440.08,94.48,18
8,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Ora.Red,male,a9606,,1529.12,100.32,64.96,236.56,0.24,401.84,190.4,48
1,3,water1,3,6/03/2020,Friday4,WCA,Within Control,Red.Gre,male,a9680,,2622.08,47.6,84.32,308.16,0,440.08,0,10
2,3,water1,3,6/03/2020,Friday4,WCA,Within Control,Whi.Yel,female,a9599,,2874.41,84.8,95.04,260.24,0,440.08,69.12,15
3,3,water1,3,6/03/2020,Friday4,WCA,Within Control,Ora.Blu,female,a9607,,2357.29,139.36,116,183.76,0.16,439.12,88.88,24
4,3,water1,3,6/03/2020,Friday4,WCA,Within Control,Gre.Pur,female,a9556,,3060.84,59.6,154.72,225.76,0,440.08,37.04,31
5,3,water1,3,6/03/2020,Friday4,MB,Maternal,Red.Pin,male,a9755,,1985.64,191.6,90.88,132.48,0.56,414.96,16.24,49
6,3,water1,3,6/03/2020,Friday4,MB,Maternal,Ora.Yel,male,a9813,,1972.72,130.48,82.64,190.08,0.24,403.2,45.2,48
7,3,water1,3,6/03/2020,Friday4,MB,Maternal,Red._,male,a9752,,964.286,9.68,37.12,305.76,0.16,352.56,183.36,8
8,3,water1,3,6/03/2020,Friday4,MB,Maternal,_.Ora,female,a10198,,1949.89,212,74.16,110.8,0,396.96,0,90
1,4,water1,4,6/03/2020,Friday4,MB,Maternal,Pin.Whi,female,a9862,,1710.52,35.04,26.32,378.24,60.64,439.6,283.6,4
2,4,water1,4,6/03/2020,Friday4,MB,Maternal,_.Blu,male,a9844,,2100.03,105.44,68.96,265.52,0.56,439.92,36.16,14
3,4,water1,4,6/03/2020,Friday4,MB,Maternal,Pin.Yel,female,a9854,,3632.2,217.04,135.76,87.04,0,439.84,0,53
4,4,water1,4,6/03/2020,Friday4,MB,Maternal,_._,female,a9774,,2632.93,80.8,77.36,281.92,0.32,440.08,70.56,16
5,4,water1,4,6/03/2020,Friday4,MB,Maternal,Yel.Bla,female,a9777,,1078.21,64.88,77.2,208.16,0.16,350.24,131.44,49
6,4,water1,4,6/03/2020,Friday4,MB,Maternal,_.Red,male,a9849,,1891.85,22.72,33.6,383.76,1.2,440.08,261.28,7
7,4,water1,4,6/03/2020,Friday4,MB,Maternal,Bla.Gre,female,a9787,,749.765,161.44,73.04,79.28,0,313.76,0,144
8,4,water1,4,6/03/2020,Friday4,MB,Maternal,Blu.Blu,male,a9843,,1358.72,30.64,40.24,368.88,1.12,439.76,357.84,5
1,5,water1,5,6/03/2020,Friday4,MB,Maternal,Red.Bla,male,a9756,,3346.94,85.52,122,232.56,0.08,440.08,89.52,19
2,5,water1,5,6/03/2020,Friday4,MB,Maternal,Ora.Pur,male,a9821,,2825.05,130.56,177.04,132.48,0.24,440.08,0,24
3,5,water1,5,6/03/2020,Friday4,MB,Maternal,Pur.Pin,male,a9824,,3958.14,239.44,107.36,93.28,0.08,440.08,33.28,42
4,5,water1,5,6/03/2020,Friday4,MB,Maternal,Gre.Pur,female,a9867,,2328.9,63.6,94.08,282.4,0.24,440.08,137.68,18
5,5,water1,5,6/03/2020,Friday4,MB,Maternal,Yel.Yel,male,a9765,,2349.63,119.92,140.88,168.48,0,429.28,5.44,45
6,5,water1,5,6/03/2020,Friday4,MB,Maternal,Blu.Gre,male,a9846,,1186.39,0.24,15.84,424,73.04,440.08,417.36,1
7,5,water1,5,6/03/2020,Friday4,MB,Maternal,Gre.Ora,female,a9868,,1972.43,172.24,83.6,144,0.16,399.84,0,86
8,5,water1,5,6/03/2020,Friday4,MB,Maternal,Yel.Ora,female,a9778,,2101.31,147.04,82.24,157.04,0.08,386.32,0,86
1,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Gre.Gre,female,a10034,,2943.59,169.76,135.04,129.84,0.08,434.64,0,46
2,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Blu._,female,a10039,,4008.8,265.68,73.52,71.68,0.08,410.88,0.4,78
3,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Gre.Pin,female,a10036,,2762.19,77.28,67.04,295.76,0.08,440.08,0,19
4,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Gre.Blu,female,a10041,,2225.11,46.48,118.88,274.72,22.08,440.08,256.64,13
5,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Red.Bla,female,a10164,,1443.93,87.84,78.48,223.28,0.08,389.6,78.8,47
6,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Pur.Blu,female,a10079,,1080.81,132.48,65.52,124.64,0.96,322.64,25.76,106
7,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Ora.Red,male,a10064,,1336.25,151.76,131.28,83.68,0.4,366.72,0.08,95
8,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Blu.Blu,female,a10046,,748.261,36.96,85.2,186.72,0,308.88,0,42
1,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Red.Pur,male,a10166,,1565.52,9.36,41.2,389.52,0.96,440.08,385.44,4
2,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Blu.Yel,male,a10055,,2235.62,29.76,37.68,372.64,16.4,440.08,110.08,11
3,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Pin.Blu,male,a10090,,4512.58,135.76,184.64,119.6,0.08,440,28.32,61
4,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Red.Whi,female,a10172,,2363.71,36.64,139.28,264.16,0.4,440.08,174.64,9
5,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Pin.Bla,male,a10092,,815.514,25.2,37.76,304.4,0.4,367.36,364.64,17
6,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Whi.Pur,female,a10158,,965.051,0,0,420.16,1.44,420.16,,0
7,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Ora.Bro,male,a10070,,3297.47,109.36,103.44,225.28,0.08,438.08,18.8,30
8,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Whi.Yel,male,a10157,,2357.63,189.76,106.32,122.32,0.4,418.4,63.52,64
1,8,water2,3,6/03/2020,Friday4,WTA,Within Treatment,Pur._,male,a10077,,3116.78,133.2,108.4,198.08,0.08,439.68,0,29
2,8,water2,3,6/03/2020,Friday4,WTA,Within Treatment,Pin.Gre,female,a10087,,2407.99,97.2,137.12,205.76,0.16,440.08,26,21
3,8,water2,3,6/03/2020,Friday4,WTA,Within Treatment,Yel._,male,a10095,,3611.83,96.32,100.56,243.2,0,440.08,58.56,29
4,8,water2,3,6/03/2020,Friday4,WTA,Within Treatment,Bro.Bro,male,a10201,,2871.38,336.32,60.8,42.8,5.12,439.92,0,25
5,8,water2,3,6/03/2020,Friday4,PB,Paternal,Pin.Ora,female,a9953,,771.292,8.8,54.56,258,0.08,321.36,27.76,11
6,8,water2,3,6/03/2020,Friday4,PB,Paternal,Whi.Ora,female,a9927,,2065.88,103.44,104.88,220.96,0.16,429.28,68.88,42
7,8,water2,3,6/03/2020,Friday4,PB,Paternal,Red.Yel,male,a9947,,1499.11,26.24,33.36,380.24,1.52,439.84,184.48,4
8,8,water2,3,6/03/2020,Friday4,PB,Paternal,Blu.Gre,male,a9983,,1264.91,69.84,38,293.84,0.64,401.68,292.4,39
1,9,water2,4,6/03/2020,Friday4,PB,Paternal,_.Ora,female,a9964,,1903.57,58.56,58,315.28,0.4,431.84,161.52,18
2,9,water2,4,6/03/2020,Friday4,PB,Paternal,Bro.Blu,male,a9937,,1484.65,0,0,440.08,7.68,440.08,,0
3,9,water2,4,6/03/2020,Friday4,PB,Paternal,Pur.Pur,female,a9982,,2401.6,83.28,103.6,253.2,0,440.08,190.96,17
4,9,water2,4,6/03/2020,Friday4,PB,Paternal,Red.Bla,male,a9949,,2724.22,72.08,137.04,230.96,0.32,440.08,107.84,19
5,9,water2,4,6/03/2020,Friday4,PB,Paternal,Yel.Gre,male,a9901,,3052.7,82.48,100.8,251.68,0.16,434.96,7.2,32
6,9,water2,4,6/03/2020,Friday4,PB,Paternal,_.Pur,male,a9981,,2311.37,59.52,71.04,309.2,0.24,439.76,214.56,13
7,9,water2,4,6/03/2020,Friday4,PB,Paternal,Pin.Gre,female,a9952,,2453.9,173.28,87.68,156.48,0.16,417.44,3.92,56
8,9,water2,4,6/03/2020,Friday4,PB,Paternal,Bro.Bro,female,a9910,,1144.88,37.68,30.32,361.44,0.72,429.44,382.56,9
1,10,water2,5,6/03/2020,Friday4,PB,Paternal,Yel.Pur,female,a9899,,839.571,0,0,427.6,40.72,427.6,,0
2,10,water2,5,6/03/2020,Friday4,PB,Paternal,Red._,male,a9941,,2907.03,47.76,115.28,276.88,0.32,439.92,200.96,17
3,10,water2,5,6/03/2020,Friday4,PB,Paternal,Blu.Blu,male,a9973,,1926.36,227.68,69.12,142.96,2.16,439.76,27.92,16
4,10,water2,5,6/03/2020,Friday4,PB,Paternal,Bla.Whi,female,a9923,,2808.39,111.36,79.36,249.36,0.88,440.08,42.72,21
5,10,water2,5,6/03/2020,Friday4,PB,Paternal,Whi._,female,a9924,,1598.9,167.04,98.32,120.08,0.08,385.44,0.24,81
6,10,water2,5,6/03/2020,Friday4,PB,Paternal,Blu.Pur,male,a9975,,475.462,0,0,438.24,266.32,438.24,,0
7,10,water2,5,6/03/2020,Friday4,PB,Paternal,_.Red,female,a9903,,466.7,0,0,400.24,49.04,400.24,,0
8,10,water2,5,6/03/2020,Friday4,PB,Paternal,Bro._,male,a9908,,3200.81,124.64,117.2,183.36,0.08,425.2,50.96,49
1,11,water3,1,6/03/2020,Friday4,WCB,Within Control,Bro.Bla,female,a9700,,2292.06,83.36,70.72,283.12,0.32,437.2,29.44,16
2,11,water3,1,6/03/2020,Friday4,WCB,Within Control,Blu.Ora,female,a9583,,363.84,0,0,440.08,173.44,440.08,,0
3,11,water3,1,6/03/2020,Friday4,WCB,Within Control,Ora.Gre,male,a9612,,2014.43,25.6,64.64,349.84,0.32,440.08,323.44,5
4,11,water3,1,6/03/2020,Friday4,WCB,Within Control,Blu.Bro,female,a9579,,1992.01,42.64,78.32,319.12,0.4,440.08,90.4,14
5,11,water3,1,6/03/2020,Friday4,WCB,Within Control,Blu.Whi,female,a9580,,1310.86,37.12,69.2,271.36,0.16,377.68,177.12,18
6,11,water3,1,6/03/2020,Friday4,WCB,Within Control,Bro.Gre,female,a9704,,1058.29,18.96,37.52,329.6,0.16,386.08,193.6,11
7,11,water3,1,6/03/2020,Friday4,WCB,Within Control,Blu.Red,male,a9582,,1633.5,30.96,24,384.24,0.48,439.2,197.2,10
8,11,water3,1,6/03/2020,Friday4,WCB,Within Control,Pin.Yel,male,a9587,,2846.05,125.12,62.48,239.12,0,426.72,132.72,36
1,12,water3,2,6/03/2020,Friday4,WCB,Within Control,Whi.Ora,female,a9596,,2417.62,14.4,15.76,409.92,0.08,440.08,423.84,2
2,12,water3,2,6/03/2020,Friday4,WCB,Within Control,Blu.Gre,female,a9578,,2184.84,59.2,36.08,344.8,0.24,440.08,30.72,9
3,12,water3,2,6/03/2020,Friday4,WCB,Within Control,Ora.Bro,male,a9610,,2306.7,30,50.4,359.68,0.16,440.08,358.8,10
4,12,water3,2,6/03/2020,Friday4,WCB,Within Control,Yel.Yel,female,a9613,,1922.54,0,0,440.08,0.16,440.08,,0
5,12,water3,2,6/03/2020,Friday4,WCB,Within Control,Pur.Pin,male,a9686,,1377.06,0,0,428.56,0.72,428.56,,0
6,12,water3,2,6/03/2020,Friday4,WCB,Within Control,Red.Bro,male,a9677,,370.299,0,0,437.12,160.72,437.12,,0
7,12,water3,2,6/03/2020,Friday4,WCB,Within Control,Pin.Whi,male,a9590,,665.408,0,0,438,47.52,438,,0
8,12,water3,2,6/03/2020,Friday4,WCB,Within Control,Ora.Bla,female,a9608,,1189.84,123.36,84.96,175.28,0.32,383.6,0,65
1,13,water3,3,6/03/2020,Friday4,WCB,Within Control,Pur.Blu,male,a9687,,2567.24,94.72,68.96,273.52,0.24,437.2,94.56,22
2,13,water3,3,6/03/2020,Friday4,WCB,Within Control,Blu.Blu,male,a9575,,3254.94,39.52,120.48,280.08,0,440.08,95.36,10
3,13,water3,3,6/03/2020,Friday4,WCB,Within Control,_.Pur,female,a9605,,2468.37,164.56,160,115.52,0,440.08,0,23
4,13,water3,3,6/03/2020,Friday4,WCB,Within Control,Blu.Pur,male,a9581,,1950.81,18.48,97.44,324.16,0.16,440.08,315.52,3
5,13,water3,3,6/03/2020,Friday4,MA,Maternal,Red.Gre,female,a9758,,582.851,81.12,76.8,93.76,0.16,251.68,43.44,98
6,13,water3,3,6/03/2020,Friday4,MA,Maternal,Red.Red,male,a9754,,1343.94,14.96,100.48,279.84,0,395.28,203.44,12
7,13,water3,3,6/03/2020,Friday4,MA,Maternal,Bro.Yel,female,a9794,,915.158,0,0,439.76,0.88,439.76,,0
8,13,water3,3,6/03/2020,Friday4,MA,Maternal,Gre.Blu,male,a9808,,839.999,0,0,404.64,1.2,404.64,,0
1,14,water3,4,6/03/2020,Friday4,MA,Maternal,Whi.Ora,female,a9839,,1525.23,0,15.36,422,0.48,437.36,,0
2,14,water3,4,6/03/2020,Friday4,MA,Maternal,Red.Bro,male,a9760,,2627.36,26.96,84.72,328.4,0.16,440.08,226.16,8
3,14,water3,4,6/03/2020,Friday4,MA,Maternal,Gre.Whi,female,a9809,,2594.18,156.48,58.48,225.12,0.32,440.08,33.44,19
4,14,water3,4,6/03/2020,Friday4,MA,Maternal,Red.Pur,female,a9762,,2179.42,0,6.56,433.52,0.16,440.08,,0
5,14,water3,4,6/03/2020,Friday4,MA,Maternal,Red.Yel,female,a9761,,1928.17,128.56,80.32,176.32,0.24,385.2,28.08,84
6,14,water3,4,6/03/2020,Friday4,MA,Maternal,Bro.Gre,female,a9796,,1663.82,150.56,70.08,169.84,0.56,390.48,55.2,75
7,14,water3,4,6/03/2020,Friday4,MA,Maternal,Yel._,male,a9763,,426.163,0,16,399.12,46.4,415.12,,0
8,14,water3,4,6/03/2020,Friday4,MA,Maternal,Gre.Gre,female,a9804,,1061.33,96.48,105.44,152.8,0,354.72,143.2,93
1,15,water3,5,6/03/2020,Friday4,MA,Maternal,_.Bla,male,a9800,,2305.45,36.16,73.52,330.4,0.48,440.08,295.04,11
2,15,water3,5,6/03/2020,Friday4,MA,Maternal,Bro.Pin,male,a9793,,2471.93,75.92,106.96,257.2,0.16,440.08,80.48,16
3,15,water3,5,6/03/2020,Friday4,MA,Maternal,Pin.Ora,male,a9858,,2187.66,68.56,95.28,276.08,0.56,439.92,212.16,13
4,15,water3,5,6/03/2020,Friday4,MA,Maternal,_.Gre,male,a9803,,2918.76,62.64,113.28,264.16,0.08,440.08,111.2,11
5,15,water3,5,6/03/2020,Friday4,MA,Maternal,Blu.Yel,female,a9845,,1403.18,100.72,83.6,201.36,0.24,385.68,120.88,54
6,15,water3,5,6/03/2020,Friday4,MA,Maternal,Red.Blu,female,a9759,,100.358,0,0,437.6,309.52,437.6,,0
7,15,water3,5,6/03/2020,Friday4,MA,Maternal,_.Yel,male,a9764,,1087.97,102.96,77.04,172.96,0.56,352.96,106.08,59
8,15,water3,5,6/03/2020,Friday4,MA,Maternal,Red._,female,a9848,,2093.95,126.48,73.44,186.16,0.32,386.08,63.84,53
1,16,water4,1,6/03/2020,Friday4,WTB,Within Treatment,Whi.Bla,male,a10152,,1697.7,2.72,13.6,422.48,0.24,438.8,437.36,1
2,16,water4,1,6/03/2020,Friday4,WTB,Within Treatment,Pur.Gre,male,a10074,,2624.12,124.72,131.2,184.08,0.08,440,73.68,20
3,16,water4,1,6/03/2020,Friday4,WTB,Within Treatment,Pin.Red,male,a10089,,2522.52,64.32,111.04,264.64,0.16,440,24.8,17
4,16,water4,1,6/03/2020,Friday4,WTB,Within Treatment,Whi.Ora,female,a10160,,2804.92,77.12,104,258.96,0.08,440.08,78.64,28
5,16,water4,1,6/03/2020,Friday4,WTB,Within Treatment,Red.Bro,male,a10169,,2034.09,72.56,88.72,233.84,0,395.12,58.56,47
6,16,water4,1,6/03/2020,Friday4,WTB,Within Treatment,Gre.Pur,male,a10043,,2221.18,38.8,80.4,318.32,0.32,437.52,98.72,9
7,16,water4,1,6/03/2020,Friday4,WTB,Within Treatment,Pin.Bro,male,a10088,,2240.76,92.64,100.16,247.28,0.56,440.08,56.56,13
8,16,water4,1,6/03/2020,Friday4,WTB,Within Treatment,Yel.Yel,female,a10097,,1136.53,112.64,51.68,167.28,0.16,331.6,0,82
1,17,water4,2,6/03/2020,Friday4,WTB,Within Treatment,Pur.Pur,female,a10081,,1022.99,46.8,39.84,324.24,29.76,410.88,176.8,19
2,17,water4,2,6/03/2020,Friday4,WTB,Within Treatment,Ora.Ora,female,a10060,,2771.03,108.64,74.8,247.68,0.08,431.12,25.68,39
3,17,water4,2,6/03/2020,Friday4,WTB,Within Treatment,Whi.Bro,female,a10159,,3746.01,153.2,110.48,176.4,0,440.08,10.72,29
4,17,water4,2,6/03/2020,Friday4,WTB,Within Treatment,Ora.Pin,female,a10063,,2571.27,115.2,148.96,175.92,0.08,440.08,0,20
5,17,water4,2,6/03/2020,Friday4,WTB,Within Treatment,Red._,male,a10155,,1744.51,0,1.76,437.52,0.56,439.28,,0
6,17,water4,2,6/03/2020,Friday4,WTB,Within Treatment,Gre._,male,a10037,,715.016,0,1.84,437.2,1.68,439.04,,0
7,17,water4,2,6/03/2020,Friday4,WTB,Within Treatment,Whi.Pin,female,a10154,,1306.72,64.32,86.72,242.16,0.24,393.2,73.36,36
8,17,water4,2,6/03/2020,Friday4,WTB,Within Treatment,Gre.Bro,male,a10044,,1765.99,233.6,66.8,58.88,0.16,359.28,0,142
1,18,water4,3,6/03/2020,Friday4,WTB,Within Treatment,Blu.Ora,female,a10059,,674.097,0,0,439.36,26.96,439.36,,0
2,18,water4,3,6/03/2020,Friday4,WTB,Within Treatment,_.Yel,male,a10096,,3732.17,209.92,154.96,75.2,0.08,440.08,57.76,50
3,18,water4,3,6/03/2020,Friday4,WTB,Within Treatment,Pur.Red,female,a10076,,2084.37,84.72,102.4,239.04,3.68,426.16,25.52,36
4,18,water4,3,6/03/2020,Friday4,WTB,Within Treatment,_.Blu,female,a10040,,2661.91,31.52,117.84,290.72,0,440.08,154.32,20
5,18,water4,3,6/03/2020,Friday4,PA,Paternal,Pin.Red,female,a9958,,1592.57,59.36,74.88,286.72,0.08,420.96,95.52,25
6,18,water4,3,6/03/2020,Friday4,PA,Paternal,Bla.Red,female,a9921,,2343.35,78.56,67.12,258.4,0.24,404.08,149.52,54
7,18,water4,3,6/03/2020,Friday4,PA,Paternal,Blu.Bla,male,a9984,,2171.91,120.32,85.52,198.8,0.32,404.64,31.12,46
8,18,water4,3,6/03/2020,Friday4,PA,Paternal,Bla.Pin,male,a9919,,1433.31,247.76,51.68,54.64,0.32,354.08,0,161
1,19,water4,4,6/03/2020,Friday4,PA,Paternal,Bla.Gre,female,a9922,,2466.06,118.56,63.92,244.48,0.16,426.96,12.96,37
2,19,water4,4,6/03/2020,Friday4,PA,Paternal,Ora.Pin,female,a9961,,2683.46,75.12,72,292.96,0.08,440.08,153.12,14
3,19,water4,4,6/03/2020,Friday4,PA,Paternal,Gre.Pin,male,a9880,,2681.64,36.56,71.6,331.92,1.6,440.08,96.08,12
4,19,water4,4,6/03/2020,Friday4,PA,Paternal,_.Bro,female,a9917,,2236.29,47.28,64.64,328.16,0.48,440.08,96.4,13
5,19,water4,4,6/03/2020,Friday4,PA,Paternal,Whi.Bro,female,a9929,,643.952,57.76,41.04,179.44,0.08,278.24,82.4,69
6,19,water4,4,6/03/2020,Friday4,PA,Paternal,Pin.Yel,male,a9956,,2475.73,36.96,81.36,321.44,0.48,439.76,115.84,12
7,19,water4,4,6/03/2020,Friday4,PA,Paternal,Ora.Ora,female,a9962,,1308.37,122.08,81.52,156.96,0.32,360.56,53.12,97
8,19,water4,4,6/03/2020,Friday4,PA,Paternal,Bla.Ora,female,a9887,,1322.84,50.72,104.24,248,0.32,402.96,140.64,38
1,20,water4,5,6/03/2020,Friday4,PA,Paternal,Gre.Blu,male,a9881,,1992.7,59.84,62.32,317.92,0.72,440.08,274.64,9
2,20,water4,5,6/03/2020,Friday4,PA,Paternal,_.Gre,male,a9873,,2799.47,96.56,105.28,238.24,0.24,440.08,51.28,23
3,20,water4,5,6/03/2020,Friday4,PA,Paternal,Whi.Red,male,a9931,,165.264,0,0,440.08,154,440.08,,0
4,20,water4,5,6/03/2020,Friday4,PA,Paternal,Gre.Ora,female,a9876,,3356.31,132.56,119.68,187.84,0,440.08,78.08,32
5,20,water4,5,6/03/2020,Friday4,PA,Paternal,Gre.Gre,female,a9874,,1098.65,96.72,64.24,174.4,0,335.36,129.52,93
6,20,water4,5,6/03/2020,Friday4,PA,Paternal,Whi.Whi,male,a9926,,1550.96,58.08,38.48,342.08,103.6,438.64,245.6,13
7,20,water4,5,6/03/2020,Friday4,PA,Paternal,Pin.Pur,female,a9957,,1650.01,230.56,66.56,87.68,0,384.8,0,144
8,20,water4,5,6/03/2020,Friday4,PA,Paternal,Pin.Blu,male,a9960,,1459.8,48.72,57.36,293.68,5.76,399.76,224.96,27
